event_id,occurred_at,system_id,system_type,component,host,metric_name,metric_value,metric_unit,severity,reported_at
EVT-000000001,2026-01-23T14:28:23.2083000Z,SYS-0071,api,ingest,node-09,mem_usage,23693,MB,INFO,2026-01-23T14:28:28.2083000Z
EVT-000000002,2026-01-25T08:55:23.2151530Z,SYS-0381,api,sync,node-25,mem_usage,12703,MB,INFO,2026-01-25T08:55:38.2151530Z
EVT-000000003,2026-01-22T06:10:42.2151660Z,SYS-0018,cache,ingest,node-20,cpu_usage,13.11,%,INFO,2026-01-22T06:11:06.2151660Z
EVT-000000004,2026-01-23T13:53:11.2151700Z,SYS-0270,api,ingest,node-08,latency_ms,1048.9,ms,WARN,2026-01-23T13:53:16.2151700Z
EVT-000000005,2026-01-21T13:22:23.2151730Z,SYS-0021,worker,ingest,node-41,cpu_usage,53.21,%,INFO,2026-01-21T13:22:45.2151730Z
EVT-000000006,2026-01-26T09:17:40.2151770Z,SYS-0193,api,auth,node-03,latency_ms,949.7,ms,WARN,2026-01-26T09:17:47.2151770Z
EVT-000000007,2026-01-23T13:58:14.2151800Z,SYS-0387,worker,ingest,node-08,cpu_usage,59.41,%,INFO,2026-01-23T13:58:15.2151800Z
EVT-000000008,2026-01-25T07:42:52.2151870Z,SYS-0211,db,ingest,node-11,cpu_usage,37.86,%,INFO,2026-01-25T07:42:54.2151870Z
EVT-000000009,2026-01-23T14:22:36.2151930Z,SYS-0360,api,sync,node-01,latency_ms,668.8,ms,INFO,2026-01-23T14:22:50.2151930Z
EVT-000000010,2026-01-26T22:50:29.2151960Z,SYS-0005,cache,auth,node-01,cpu_usage,63.87,%,INFO,2026-01-26T22:50:56.2151960Z
EVT-000000011,2026-01-26T04:48:29.2152000Z,SYS-0465,worker,sync,node-31,cpu_usage,38.55,%,INFO,2026-01-26T04:48:42.2152000Z
EVT-000000012,2026-01-22T01:08:47.2152030Z,SYS-0397,db,sync,node-15,latency_ms,890.1,ms,WARN,2026-01-22T01:08:47.2152030Z
EVT-000000013,2026-01-24T00:40:57.2152060Z,SYS-0441,cache,sync,node-35,cpu_usage,14.28,%,INFO,2026-01-24T00:41:06.2152060Z
EVT-000000014,2026-01-20T06:49:28.2152090Z,SYS-0389,api,auth,node-11,queue_depth,2564,count,INFO,2026-01-20T06:49:50.2152090Z
EVT-000000015,2026-01-27T00:34:32.2152130Z,SYS-0337,db,sync,node-28,latency_ms,986.2,ms,WARN,2026-01-27T00:34:42.2152130Z
EVT-000000016,2026-01-23T01:07:52.2152160Z,SYS-0465,api,auth,node-14,cpu_usage,24.45,%,INFO,2026-01-23T01:08:04.2152160Z
EVT-000000017,2026-01-21T22:27:02.2152200Z,SYS-0047,cache,auth,node-06,mem_usage,10875,MB,INFO,2026-01-21T22:27:26.2152200Z
