event_id,occurred_at,system_id,system_type,component,host,metric_name,metric_value,metric_unit,severity,reported_at
EVT-000007752,2026-01-24T12:49:36.3223710Z,SYS-0089,cache,dispatcher,node-39,cpu_usage,64.68,%,INFO,2026-01-24T12:50:02.3223710Z
EVT-000007753,2026-01-23T19:00:38.3223870Z,SYS-0335,db,ingest,node-14,cpu_usage,36.29,%,INFO,2026-01-23T19:00:57.3223870Z
EVT-000007754,2026-01-21T16:12:14.3223910Z,SYS-0038,cache,ingest,node-12,queue_depth,3614,count,INFO,2026-01-21T16:12:26.3223910Z
EVT-000007755,2026-01-21T01:51:38.3223950Z,SYS-0045,cache,auth,node-14,latency_ms,449.4,ms,INFO,2026-01-21T01:52:03.3223950Z
EVT-000007756,2026-01-26T05:18:23.3223980Z,SYS-0241,db,sync,node-07,queue_depth,4785,count,INFO,2026-01-26T05:18:50.3223980Z
EVT-000007757,2026-01-20T11:59:51.3224020Z,SYS-0042,cache,auth,node-39,queue_depth,1723,count,INFO,2026-01-20T11:59:54.3224020Z
EVT-000007758,2026-01-26T23:11:49.3224050Z,SYS-0473,api,auth,node-40,cpu_usage,31.08,%,INFO,2026-01-26T23:12:02.3224050Z
EVT-000007759,2026-01-26T20:47:11.3224090Z,SYS-0486,db,ingest,node-21,queue_depth,483,count,INFO,2026-01-26T20:47:22.3224090Z
EVT-000007760,2026-01-20T12:31:32.3224160Z,SYS-0385,db,dispatcher,node-28,latency_ms,551.4,ms,INFO,2026-01-20T12:31:35.3224160Z
EVT-000007761,2026-01-22T08:45:00.3224190Z,SYS-0415,db,auth,node-42,queue_depth,35,count,INFO,2026-01-22T08:45:22.3224190Z
EVT-000007762,2026-01-21T19:56:35.3224230Z,SYS-0425,cache,sync,node-36,cpu_usage,11,%,INFO,2026-01-21T19:56:40.3224230Z
EVT-000007763,2026-01-24T20:43:59.3224270Z,SYS-0239,api,auth,node-10,mem_usage,23425,MB,INFO,2026-01-24T20:44:28.3224270Z
EVT-000007764,2026-01-25T12:05:14.3224300Z,SYS-0411,cache,auth,node-01,queue_depth,1988,count,INFO,2026-01-25T12:05:31.3224300Z
EVT-000007765,2026-01-20T23:19:17.3224330Z,SYS-0080,api,dispatcher,node-25,cpu_usage,22.36,%,INFO,2026-01-20T23:19:45.3224330Z
EVT-000007766,2026-01-25T12:55:39.3224370Z,SYS-0411,cache,ingest,node-31,latency_ms,497.2,ms,INFO,2026-01-25T12:56:00.3224370Z
EVT-000007767,2026-01-21T05:07:03.3224400Z,SYS-0479,db,auth,node-44,cpu_usage,73.57,%,WARN,2026-01-21T05:07:06.3224400Z
EVT-000007768,2026-01-25T18:33:15.3224440Z,SYS-0130,api,auth,node-39,latency_ms,1040.3,ms,WARN,2026-01-25T18:33:28.3224440Z
EVT-000007769,2026-01-26T18:49:54.3224490Z,SYS-0357,cache,ingest,node-06,cpu_usage,29.74,%,INFO,2026-01-26T18:50:02.3224490Z
EVT-000007770,2026-01-25T14:15:12.3224520Z,SYS-0058,api,sync,node-16,cpu_usage,69.02,%,INFO,2026-01-25T14:15:26.3224520Z
EVT-000007771,2026-01-24T13:23:01.3224550Z,SYS-0273,worker,auth,node-46,mem_usage,11878,MB,INFO,2026-01-24T13:23:12.3224550Z
EVT-000007772,2026-01-20T09:38:43.3224590Z,SYS-0091,cache,auth,node-48,cpu_usage,14.41,%,INFO,2026-01-20T09:38:47.3224590Z
