event_id,occurred_at,system_id,system_type,component,host,metric_name,metric_value,metric_unit,severity,reported_at
EVT-000006108,2026-01-22T21:33:15.2850140Z,SYS-0494,cache,dispatcher,node-03,cpu_usage,13.8,%,INFO,2026-01-22T21:33:22.2850140Z
EVT-000006109,2026-01-24T17:54:34.2850390Z,SYS-0241,cache,ingest,node-28,cpu_usage,85.01,%,ERROR,2026-01-24T17:54:50.2850390Z
EVT-000006110,2026-01-20T19:52:56.2850450Z,SYS-0260,cache,ingest,node-41,latency_ms,476.6,ms,INFO,2026-01-20T19:53:04.2850450Z
EVT-000006111,2026-01-26T22:27:54.2850480Z,SYS-0486,worker,ingest,node-33,queue_depth,184,count,INFO,2026-01-26T22:28:04.2850480Z
EVT-000006112,2026-01-22T03:08:17.2850510Z,SYS-0130,worker,dispatcher,node-28,latency_ms,895.5,ms,WARN,2026-01-22T03:08:44.2850510Z
EVT-000006113,2026-01-21T00:08:36.2850550Z,SYS-0165,worker,sync,node-34,queue_depth,2530,count,INFO,2026-01-21T00:08:51.2850550Z
EVT-000006114,2026-01-25T09:45:24.2850580Z,SYS-0350,db,dispatcher,node-23,cpu_usage,44.54,%,INFO,2026-01-25T09:45:44.2850580Z
EVT-000006115,2026-01-22T13:23:13.2850630Z,SYS-0012,db,auth,node-43,mem_usage,30799,MB,INFO,2026-01-22T13:23:26.2850630Z
EVT-000006116,2026-01-21T17:02:29.2850660Z,SYS-0397,worker,sync,node-48,cpu_usage,75.7,%,WARN,2026-01-21T17:02:56.2850660Z
EVT-000006117,2026-01-22T22:32:36.2850700Z,SYS-0063,cache,sync,node-24,cpu_usage,24.82,%,INFO,2026-01-22T22:32:49.2850700Z
EVT-000006118,2026-01-25T18:42:32.2850780Z,SYS-0212,api,dispatcher,node-41,mem_usage,19082,MB,INFO,2026-01-25T18:42:56.2850780Z
EVT-000006119,2026-01-23T22:47:24.2850810Z,SYS-0002,api,ingest,node-09,queue_depth,4246,count,INFO,2026-01-23T22:47:35.2850810Z
EVT-000006120,2026-01-24T01:22:02.2850840Z,SYS-0375,cache,dispatcher,node-19,cpu_usage,87.79,%,ERROR,2026-01-24T01:22:29.2850840Z
EVT-000006121,2026-01-22T11:00:13.2850880Z,SYS-0483,cache,sync,node-17,latency_ms,1163.3,ms,WARN,2026-01-22T11:00:37.2850880Z
EVT-000006122,2026-01-26T01:38:46.2850920Z,SYS-0497,db,sync,node-16,latency_ms,1262.7,ms,ERROR,2026-01-26T01:38:52.2850920Z
EVT-000006123,2026-01-24T06:21:18.2850940Z,SYS-0056,worker,dispatcher,node-47,cpu_usage,59.61,%,INFO,2026-01-24T06:21:26.2850940Z
EVT-000006124,2026-01-25T08:33:36.2850980Z,SYS-0166,api,ingest,node-07,mem_usage,7892,MB,INFO,2026-01-25T08:33:51.2850980Z
EVT-000006125,2026-01-21T01:11:18.2851020Z,SYS-0337,api,dispatcher,node-23,cpu_usage,82.4,%,WARN,2026-01-21T01:11:25.2851020Z
EVT-000006126,2026-01-24T08:48:16.2851060Z,SYS-0227,db,auth,node-44,mem_usage,5016,MB,INFO,2026-01-24T08:48:43.2851060Z
EVT-000006127,2026-01-22T12:16:27.2851100Z,SYS-0353,db,sync,node-36,latency_ms,752.2,ms,INFO,2026-01-22T12:16:37.2851100Z
EVT-000006128,2026-01-23T20:17:07.2851130Z,SYS-0203,api,auth,node-41,cpu_usage,53.81,%,INFO,2026-01-23T20:17:29.2851130Z
EVT-000006129,2026-01-20T10:27:06.2851170Z,SYS-0177,cache,ingest,node-46,latency_ms,1060.2,ms,WARN,2026-01-20T10:27:13.2851170Z
EVT-000006130,2026-01-21T01:24:36.2851200Z,SYS-0304,db,ingest,node-25,mem_usage,17267,MB,INFO,2026-01-21T01:24:41.2851200Z
EVT-000006131,2026-01-23T09:24:50.2851230Z,SYS-0356,cache,sync,node-32,latency_ms,826.6,ms,WARN,2026-01-23T09:24:55.2851230Z
