event_id,occurred_at,system_id,system_type,component,host,metric_name,metric_value,metric_unit,severity,reported_at
EVT-000005677,2026-01-27T00:57:24.2675180Z,SYS-0061,cache,dispatcher,node-38,cpu_usage,70.8,%,WARN,2026-01-27T00:57:40.2675180Z
EVT-000005678,2026-01-23T21:03:32.2675380Z,SYS-0143,worker,dispatcher,node-22,queue_depth,176,count,INFO,2026-01-23T21:04:00.2675380Z
EVT-000005679,2026-01-22T18:42:59.2675470Z,SYS-0421,worker,sync,node-17,mem_usage,24285,MB,INFO,2026-01-22T18:43:28.2675470Z
EVT-000005680,2026-01-25T13:07:36.2675520Z,SYS-0363,cache,dispatcher,node-14,cpu_usage,44.52,%,INFO,2026-01-25T13:07:57.2675520Z
EVT-000005681,2026-01-20T18:00:07.2675570Z,SYS-0045,api,auth,node-32,latency_ms,225.5,ms,INFO,2026-01-20T18:00:14.2675570Z
EVT-000005682,2026-01-26T20:53:37.2675610Z,SYS-0155,worker,dispatcher,node-30,queue_depth,1337,count,INFO,2026-01-26T20:53:49.2675610Z
EVT-000005683,2026-01-22T12:05:44.2675650Z,SYS-0266,worker,ingest,node-07,cpu_usage,8.63,%,INFO,2026-01-22T12:05:55.2675650Z
EVT-000005684,2026-01-25T02:52:26.2675690Z,SYS-0083,cache,auth,node-03,queue_depth,3755,count,INFO,2026-01-25T02:52:51.2675690Z
EVT-000005685,2026-01-20T08:27:14.2675730Z,SYS-0019,api,sync,node-24,latency_ms,1243.7,ms,ERROR,2026-01-20T08:27:34.2675730Z
EVT-000005686,2026-01-25T13:26:03.2675800Z,SYS-0286,api,auth,node-49,latency_ms,41.7,ms,INFO,2026-01-25T13:26:16.2675800Z
EVT-000005687,2026-01-23T14:40:58.2675850Z,SYS-0477,db,ingest,node-49,latency_ms,163.1,ms,INFO,2026-01-23T14:40:59.2675850Z
EVT-000005688,2026-01-23T13:23:28.2675890Z,SYS-0199,db,sync,node-05,cpu_usage,83.44,%,WARN,2026-01-23T13:23:44.2675890Z
EVT-000005689,2026-01-24T05:50:31.2675930Z,SYS-0034,api,ingest,node-31,latency_ms,845.3,ms,WARN,2026-01-24T05:50:52.2675930Z
EVT-000005690,2026-01-23T14:13:27.2675970Z,SYS-0138,cache,ingest,node-05,cpu_usage,65.91,%,INFO,2026-01-23T14:13:31.2675970Z
EVT-000005691,2026-01-20T18:55:49.2676020Z,SYS-0328,db,auth,node-08,cpu_usage,32.72,%,INFO,2026-01-20T18:56:17.2676020Z
EVT-000005692,2026-01-22T23:32:08.2676050Z,SYS-0305,worker,auth,node-17,mem_usage,28969,MB,INFO,2026-01-22T23:32:29.2676050Z
EVT-000005693,2026-01-23T10:41:21.2676080Z,SYS-0288,worker,dispatcher,node-41,mem_usage,20217,MB,INFO,2026-01-23T10:41:32.2676080Z
EVT-000005694,2026-01-26T21:30:47.2676130Z,SYS-0077,api,ingest,node-06,queue_depth,2052,count,INFO,2026-01-26T21:31:08.2676130Z
EVT-000005695,2026-01-23T08:50:46.2676170Z,SYS-0073,worker,sync,node-25,latency_ms,547.8,ms,INFO,2026-01-23T08:51:08.2676170Z
EVT-000005696,2026-01-24T14:01:04.2676210Z,SYS-0060,db,auth,node-31,mem_usage,3115,MB,INFO,2026-01-24T14:01:15.2676210Z
EVT-000005697,2026-01-22T08:01:23.2676250Z,SYS-0105,cache,ingest,node-26,latency_ms,1038.8,ms,WARN,2026-01-22T08:01:24.2676250Z
EVT-000005698,2026-01-24T10:21:05.2676280Z,SYS-0028,db,auth,node-48,queue_depth,3974,count,INFO,2026-01-24T10:21:10.2676280Z
EVT-000005699,2026-01-20T17:20:48.2676310Z,SYS-0128,worker,auth,node-49,mem_usage,3603,MB,INFO,2026-01-20T17:20:54.2676310Z
EVT-000005700,2026-01-20T16:14:14.2676340Z,SYS-0466,api,ingest,node-40,queue_depth,4557,count,INFO,2026-01-20T16:14:16.2676340Z
